-50,-60,-20,21,9,80,-89,-21,
-50,-55,-20,21,4,85,-90,-21,
-50,-50,-20,21,-1,90,-90,-21,
-50,-45,-20,21,-6,95,-90,-21,
-50,-40,-20,21,-11,99,-89,-21,
-50,-35,-20,21,-16,102,-87,-21,
-50,-30,-20,21,-21,106,-86,-21,
-50,-25,-20,21,-26,108,-83,-21,
-50,-20,-20,21,-31,111,-81,-21,
-50,-15,-20,21,-36,113,-77,-21,
-50,-10,-20,21,-41,114,-74,-21,
-50,-5,-20,21,-46,115,-69,-21,
-50,0,-20,21,-51,115,-65,-21,
-50,5,-20,21,-56,115,-60,-21,
-50,10,-20,21,-60,114,-55,-21,
-50,15,-20,21,-64,113,-49,-21,
-50,20,-20,21,-68,111,-44,-21,
-50,25,-20,21,-72,109,-38,-21,
-50,30,-20,21,-74,106,-32,-21,
-50,35,-20,21,-77,103,-27,-21,
-50,40,-20,21,-79,100,-21,-21,
-50,45,-20,21,-80,95,-15,-21,
-50,50,-20,21,-81,91,-10,-21,
-50,55,-20,21,-82,86,-4,-21,
-50,60,-20,21,-82,80,2,-21,
-45,-60,-20,19,9,82,-91,-19,
-45,-55,-20,19,4,87,-91,-19,
-45,-50,-20,19,-1,92,-92,-19,
-45,-45,-20,19,-6,96,-91,-19,
-45,-40,-20,19,-11,101,-91,-19,
-45,-35,-20,19,-16,104,-89,-19,
-45,-30,-20,19,-21,108,-88,-19,
-45,-25,-20,19,-26,110,-85,-19,
-45,-20,-20,19,-31,113,-82,-19,
-45,-15,-20,19,-36,115,-79,-19,
-45,-10,-20,19,-42,116,-75,-19,
-45,-5,-20,19,-47,117,-71,-19,
-45,0,-20,19,-52,117,-66,-19,
-45,5,-20,19,-57,117,-61,-19,
-45,10,-20,19,-61,116,-56,-19,
-45,15,-20,19,-66,115,-50,-19,
-45,20,-20,19,-70,113,-44,-19,
-45,25,-20,19,-73,111,-39,-19,
-45,30,-20,19,-76,108,-33,-19,
-45,35,-20,19,-78,105,-27,-19,
-45,40,-20,19,-80,102,-22,-19,
-45,45,-20,19,-82,97,-15,-19,
-45,50,-20,19,-83,93,-10,-19,
-45,55,-20,19,-84,88,-4,-19,
-45,60,-20,19,-84,82,1,-19,
-40,-60,-20,17,9,84,-92,-17,
-40,-55,-20,17,4,88,-93,-17,
-40,-50,-20,17,-1,93,-93,-17,
-40,-45,-20,17,-6,98,-93,-17,
-40,-40,-20,17,-11,102,-92,-17,
-40,-35,-20,17,-16,106,-91,-17,
-40,-30,-20,17,-21,109,-89,-17,
-40,-25,-20,17,-26,112,-87,-17,
-40,-20,-20,17,-31,115,-84,-17,
-40,-15,-20,17,-37,116,-81,-17,
-40,-10,-20,17,-42,118,-77,-17,
-40,-5,-20,17,-47,119,-72,-17,
-40,0,-20,17,-53,119,-67,-17,
-40,5,-20,17,-58,119,-62,-17,
-40,10,-20,17,-62,118,-57,-17,
-40,15,-20,17,-67,117,-51,-17,
-40,20,-20,17,-71,115,-45,-17,
-40,25,-20,17,-74,113,-39,-17,
-40,30,-20,17,-77,110,-33,-17,
-40,35,-20,17,-80,107,-28,-17,
-40,40,-20,17,-82,103,-22,-17,
-40,45,-20,17,-83,99,-16,-17,
-40,50,-20,17,-84,94,-10,-17,
-40,55,-20,17,-85,89,-4,-17,
-40,60,-20,17,-85,84,1,-17,
-35,-60,-20,15,9,85,-94,-15,
-35,-55,-20,15,4,90,-95,-15,
-35,-50,-20,15,-1,95,-95,-15,
-35,-45,-20,15,-6,100,-95,-15,
-35,-40,-20,15,-11,104,-94,-15,
-35,-35,-20,15,-16,108,-93,-15,
-35,-30,-20,15,-21,111,-91,-15,
-35,-25,-20,15,-26,114,-88,-15,
-35,-20,-20,15,-32,116,-86,-15,
-35,-15,-20,15,-37,118,-82,-15,
-35,-10,-20,15,-42,120,-78,-15,
-35,-5,-20,15,-48,120,-73,-15,
-35,0,-20,15,-53,121,-68,-15,
-35,5,-20,15,-58,121,-63,-15,
-35,10,-20,15,-63,120,-57,-15,
-35,15,-20,15,-68,119,-52,-15,
-35,20,-20,15,-72,117,-46,-15,
-35,25,-20,15,-75,114,-40,-15,
-35,30,-20,15,-78,112,-34,-15,
-35,35,-20,15,-81,108,-28,-15,
-35,40,-20,15,-83,105,-22,-15,
-35,45,-20,15,-85,100,-16,-15,
-35,50,-20,15,-86,96,-10,-15,
-35,55,-20,15,-86,91,-5,-15,
-35,60,-20,15,-86,85,1,-15,
-30,-60,-20,13,9,87,-95,-13,
-30,-55,-20,13,4,91,-96,-13,
-30,-50,-20,13,-1,96,-96,-13,
-30,-45,-20,13,-6,101,-96,-13,
-30,-40,-20,13,-11,105,-95,-13,
-30,-35,-20,13,-16,109,-94,-13,
-30,-30,-20,13,-21,112,-92,-13,
-30,-25,-20,13,-26,115,-90,-13,
-30,-20,-20,13,-32,118,-87,-13,
-30,-15,-20,13,-37,120,-83,-13,
-30,-10,-20,13,-43,121,-79,-13,
-30,-5,-20,13,-48,122,-74,-13,
-30,0,-20,13,-54,122,-69,-13,
-30,5,-20,13,-59,122,-64,-13,
-30,10,-20,13,-64,121,-58,-13,
-30,15,-20,13,-69,120,-52,-13,
-30,20,-20,13,-73,118,-46,-13,
-30,25,-20,13,-76,116,-40,-13,
-30,30,-20,13,-79,113,-34,-13,
-30,35,-20,13,-82,110,-28,-13,
-30,40,-20,13,-84,106,-22,-13,
-30,45,-20,13,-86,102,-16,-13,
-30,50,-20,13,-87,97,-10,-13,
-30,55,-20,13,-88,92,-5,-13,
-30,60,-20,13,-88,87,1,-13,
-25,-60,-20,11,9,88,-96,-11,
-25,-55,-20,11,4,92,-97,-11,
-25,-50,-20,11,-1,97,-98,-11,
-25,-45,-20,11,-5,102,-97,-11,
-25,-40,-20,11,-10,106,-97,-11,
-25,-35,-20,11,-16,110,-95,-11,
-25,-30,-20,11,-21,113,-93,-11,
-25,-25,-20,11,-26,116,-91,-11,
-25,-20,-20,11,-32,119,-88,-11,
-25,-15,-20,11,-37,121,-84,-11,
-25,-10,-20,11,-43,122,-80,-11,
-25,-5,-20,11,-49,123,-75,-11,
-25,0,-20,11,-54,123,-70,-11,
-25,5,-20,11,-59,123,-65,-11,
-25,10,-20,11,-65,122,-59,-11,
-25,15,-20,11,-69,121,-53,-11,
-25,20,-20,11,-73,119,-47,-11,
-25,25,-20,11,-77,117,-40,-11,
-25,30,-20,11,-80,114,-34,-11,
-25,35,-20,11,-83,111,-28,-11,
-25,40,-20,11,-85,107,-22,-11,
-25,45,-20,11,-87,103,-16,-11,
-25,50,-20,11,-88,98,-10,-11,
-25,55,-20,11,-89,93,-5,-11,
-25,60,-20,11,-89,88,1,-11,
-20,-60,-20,9,9,88,-97,-9,
-20,-55,-20,9,4,93,-98,-9,
-20,-50,-20,9,0,98,-98,-9,
-20,-45,-20,9,-5,103,-98,-9,
-20,-40,-20,9,-10,107,-98,-9,
-20,-35,-20,9,-15,111,-96,-9,
-20,-30,-20,9,-21,114,-94,-9,
-20,-25,-20,9,-26,117,-92,-9,
-20,-20,-20,9,-32,120,-89,-9,
-20,-15,-20,9,-37,122,-85,-9,
-20,-10,-20,9,-43,123,-81,-9,
-20,-5,-20,9,-49,124,-76,-9,
-20,0,-20,9,-54,124,-71,-9,
-20,5,-20,9,-60,124,-65,-9,
-20,10,-20,9,-65,123,-59,-9,
-20,15,-20,9,-70,122,-53,-9,
-20,20,-20,9,-74,120,-47,-9,
-20,25,-20,9,-78,118,-41,-9,
-20,30,-20,9,-81,115,-34,-9,
-20,35,-20,9,-84,112,-28,-9,
-20,40,-20,9,-86,108,-22,-9,
-20,45,-20,9,-88,104,-16,-9,
-20,50,-20,9,-89,99,-10,-9,
-20,55,-20,9,-89,94,-5,-9,
-20,60,-20,9,-89,88,1,-9,
-15,-60,-20,7,9,89,-98,-7,
-15,-55,-20,7,4,94,-99,-7,
-15,-50,-20,7,0,99,-99,-7,
-15,-45,-20,7,-5,103,-99,-7,
-15,-40,-20,7,-10,108,-98,-7,
-15,-35,-20,7,-15,112,-97,-7,
-15,-30,-20,7,-21,115,-95,-7,
-15,-25,-20,7,-26,118,-93,-7,
-15,-20,-20,7,-32,120,-90,-7,
-15,-15,-20,7,-37,122,-86,-7,
-15,-10,-20,7,-43,124,-82,-7,
-15,-5,-20,7,-49,125,-77,-7,
-15,0,-20,7,-55,125,-71,-7,
-15,5,-20,7,-60,125,-66,-7,
-15,10,-20,7,-65,124,-60,-7,
-15,15,-20,7,-70,123,-53,-7,
-15,20,-20,7,-75,121,-47,-7,
-15,25,-20,7,-78,119,-41,-7,
-15,30,-20,7,-82,116,-35,-7,
-15,35,-20,7,-84,112,-28,-7,
-15,40,-20,7,-87,109,-22,-7,
-15,45,-20,7,-88,104,-16,-7,
-15,50,-20,7,-89,100,-10,-7,
-15,55,-20,7,-90,95,-5,-7,
-15,60,-20,7,-90,89,1,-7,
-10,-60,-20,4,9,90,-99,-4,
-10,-55,-20,4,5,94,-99,-4,
-10,-50,-20,4,0,99,-100,-4,
-10,-45,-20,4,-5,104,-100,-4,
-10,-40,-20,4,-10,108,-99,-4,
-10,-35,-20,4,-15,112,-98,-4,
-10,-30,-20,4,-21,115,-96,-4,
-10,-25,-20,4,-26,118,-93,-4,
-10,-20,-20,4,-32,121,-90,-4,
-10,-15,-20,4,-37,123,-86,-4,
-10,-10,-20,4,-43,124,-82,-4,
-10,-5,-20,4,-49,125,-77,-4,
-10,0,-20,4,-55,126,-72,-4,
-10,5,-20,4,-60,126,-66,-4,
-10,10,-20,4,-66,125,-60,-4,
-10,15,-20,4,-71,123,-54,-4,
-10,20,-20,4,-75,122,-47,-4,
-10,25,-20,4,-79,119,-41,-4,
-10,30,-20,4,-82,116,-35,-4,
-10,35,-20,4,-85,113,-29,-4,
-10,40,-20,4,-87,109,-23,-4,
-10,45,-20,4,-89,105,-16,-4,
-10,50,-20,4,-90,100,-10,-4,
-10,55,-20,4,-90,95,-5,-4,
-10,60,-20,4,-91,90,1,-4,
-5,-60,-20,2,9,90,-99,-2,
-5,-55,-20,2,5,94,-100,-2,
-5,-50,-20,2,0,99,-100,-2,
-5,-45,-20,2,-5,104,-100,-2,
-5,-40,-20,2,-10,108,-99,-2,
-5,-35,-20,2,-15,112,-98,-2,
-5,-30,-20,2,-21,116,-96,-2,
-5,-25,-20,2,-26,119,-94,-2,
-5,-20,-20,2,-32,121,-91,-2,
-5,-15,-20,2,-37,123,-87,-2,
-5,-10,-20,2,-43,125,-82,-2,
-5,-5,-20,2,-49,126,-77,-2,
-5,0,-20,2,-55,126,-72,-2,
-5,5,-20,2,-61,126,-66,-2,
-5,10,-20,2,-66,125,-60,-2,
-5,15,-20,2,-71,124,-54,-2,
-5,20,-20,2,-75,122,-47,-2,
-5,25,-20,2,-79,119,-41,-2,
-5,30,-20,2,-82,117,-35,-2,
-5,35,-20,2,-85,113,-29,-2,
-5,40,-20,2,-87,109,-23,-2,
-5,45,-20,2,-89,105,-16,-2,
-5,50,-20,2,-90,100,-10,-2,
-5,55,-20,2,-91,95,-5,-2,
-5,60,-20,2,-91,90,1,-2,
0,-60,-20,0,9,90,-99,0,
0,-55,-20,0,5,95,-100,0,
0,-50,-20,0,0,100,-100,0,
0,-45,-20,0,-5,104,-100,0,
0,-40,-20,0,-10,109,-99,0,
0,-35,-20,0,-15,112,-98,0,
